incident_id,date,year,month,day,country,region,city,attack_type,target_type,perpetrator_group,killed,wounded,total_casualties,attack_success,property_damage,notes
PAK-00131,1981-07-08,1981,7,8,Pakistan,Punjab,Faisalabad,Military Operation,Market/Bazaar,Afghan Mujahideen (Splinter),25,71,96,Yes,Moderate,"Military Operation targeting market/bazaar in Faisalabad, Punjab."
PAK-00127,1981-08-01,1981,8,1,Pakistan,Khyber Pakhtunkhwa,Nowshera,Militant Attack,Judges/Lawyers,Sectarian Groups,31,51,82,Yes,Moderate,"Militant Attack targeting judges/lawyers in Nowshera, Khyber Pakhtunkhwa."
PAK-00134,1981-08-03,1981,8,3,Pakistan,Balochistan,Khuzdar,Bombing,Government Officials,Unknown,7,12,19,Yes,Minor,"Bombing targeting government officials in Khuzdar, Balochistan."
PAK-00129,1981-10-15,1981,10,15,Pakistan,Khyber Pakhtunkhwa,Mardan,Grenade Attack,Religious Minority,Unknown,0,4,4,Yes,None,"Grenade Attack targeting religious minority in Mardan, Khyber Pakhtunkhwa."
PAK-00132,1981-12-22,1981,12,22,Pakistan,FATA/Tribal Areas,North Waziristan,Political Violence,Military/Security Forces,Unknown,15,42,57,Yes,Minor,"Political Violence targeting military/security forces in North Waziristan, FATA/Tribal Areas."
PAK-00141,1982-01-11,1982,1,11,Pakistan,FATA/Tribal Areas,Mohmand,Ethnic Violence,Judges/Lawyers,Sectarian Groups,8,12,20,No,Minor,"Ethnic Violence targeting judges/lawyers in Mohmand, FATA/Tribal Areas."
PAK-00143,1982-02-09,1982,2,9,Pakistan,Balochistan,Pishin,Rocket Attack,Infrastructure,Soviet-backed Groups,5,5,10,Yes,None,"Rocket Attack targeting infrastructure in Pishin, Balochistan."
PAK-00139,1982-03-31,1982,3,31,Pakistan,Sindh,Sukkur,Armed Assault,Military/Security Forces,MQM,24,55,79,Yes,Unknown,"Armed Assault targeting military/security forces in Sukkur, Sindh."
PAK-00138,1982-04-19,1982,4,19,Pakistan,Balochistan,Gwadar,Ethnic Violence,Police,Afghan Mujahideen (Splinter),14,19,33,Yes,Moderate,"Ethnic Violence targeting police in Gwadar, Balochistan."
PAK-00144,1982-05-01,1982,5,1,Pakistan,FATA/Tribal Areas,Khyber,Sectarian Violence,Foreign Nationals,Sectarian Groups,48,37,85,Yes,Moderate,"Sectarian Violence targeting foreign nationals in Khyber, FATA/Tribal Areas."
PAK-00136,1982-05-20,1982,5,20,Pakistan,Sindh,Larkana,Political Violence,Paramilitary,Unknown,8,13,21,Yes,Unknown,"Political Violence targeting paramilitary in Larkana, Sindh."
PAK-00142,1982-08-12,1982,8,12,Pakistan,FATA/Tribal Areas,Mohmand,Grenade Attack,Government Officials,MQM,1,3,4,Yes,Unknown,"Grenade Attack targeting government officials in Mohmand, FATA/Tribal Areas."
PAK-00140,1982-08-24,1982,8,24,Pakistan,Punjab,Sialkot,IED,Journalists,Afghan Mujahideen (Splinter),14,1,15,No,Moderate,"IED targeting journalists in Sialkot, Punjab."
PAK-00137,1982-09-07,1982,9,7,Pakistan,Balochistan,Mastung,Political Violence,Civilians,Sectarian Groups,11,37,48,Yes,Moderate,"Political Violence targeting civilians in Mastung, Balochistan."
PAK-00135,1982-11-13,1982,11,13,Pakistan,Sindh,Nawabshah,Mortar Attack,Government Officials,Afghan Mujahideen (Splinter),2,2,4,Yes,None,"Mortar Attack targeting government officials in Nawabshah, Sindh."
PAK-00149,1983-03-19,1983,3,19,Pakistan,Balochistan,Loralai,Sectarian Violence,Infrastructure,Unknown,32,64,96,No,Major,"Sectarian Violence targeting infrastructure in Loralai, Balochistan."
PAK-00148,1983-07-16,1983,7,16,Pakistan,Sindh,Sukkur,IED,Government Officials,Unknown,20,64,84,Yes,Unknown,"IED targeting government officials in Sukkur, Sindh."
PAK-00152,1983-07-17,1983,7,17,Pakistan,Balochistan,Mastung,IED,Infrastructure,Afghan Mujahideen (Splinter),18,43,61,Yes,Unknown,"IED targeting infrastructure in Mastung, Balochistan."
PAK-00151,1983-07-29,1983,7,29,Pakistan,FATA/Tribal Areas,Khyber,Kidnapping,Foreign Nationals,Sectarian Groups,1,6,7,Yes,Unknown,"Kidnapping targeting foreign nationals in Khyber, FATA/Tribal Areas."
PAK-00150,1983-08-13,1983,8,13,Pakistan,Balochistan,Mastung,IED,Political Party,Afghan Mujahideen (Splinter),8,22,30,No,Unknown,"IED targeting political party in Mastung, Balochistan."
PAK-00147,1983-08-25,1983,8,25,Pakistan,Sindh,Mirpur Khas,Suicide Bombing,Foreign Nationals,Unknown,14,19,33,Yes,None,"Suicide Bombing targeting foreign nationals in Mirpur Khas, Sindh."
PAK-00146,1983-08-29,1983,8,29,Pakistan,FATA/Tribal Areas,Kurram,Mortar Attack,Infrastructure,Soviet-backed Groups,7,2,9,Yes,Moderate,"Mortar Attack targeting infrastructure in Kurram, FATA/Tribal Areas."
PAK-00145,1983-10-16,1983,10,16,Pakistan,Punjab,Faisalabad,IED,Political Party,MQM,15,48,63,Yes,Major,"IED targeting political party in Faisalabad, Punjab."
PAK-00157,1984-03-25,1984,3,25,Pakistan,FATA/Tribal Areas,North Waziristan,Ethnic Violence,Religious Minority,Soviet-backed Groups,12,39,51,Yes,None,"Ethnic Violence targeting religious minority in North Waziristan, FATA/Tribal Areas."
PAK-00158,1984-04-29,1984,4,29,Pakistan,Khyber Pakhtunkhwa,Bannu,Militant Attack,Ethnic Group,Unknown,20,57,77,Yes,Moderate,"Militant Attack targeting ethnic group in Bannu, Khyber Pakhtunkhwa."
PAK-00155,1984-09-05,1984,9,5,Pakistan,Sindh,Karachi,Grenade Attack,Hospital,Soviet-backed Groups,3,5,8,Yes,Minor,"Grenade Attack targeting hospital in Karachi, Sindh."
PAK-00159,1984-09-14,1984,9,14,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,Grenade Attack,Ethnic Group,MQM,4,12,16,Yes,Minor,"Grenade Attack targeting ethnic group in Dera Ismail Khan, Khyber Pakhtunkhwa."
PAK-00156,1984-09-26,1984,9,26,Pakistan,Punjab,Rawalpindi,Rocket Attack,Civilians,Unknown,8,26,34,Yes,Moderate,"Rocket Attack targeting civilians in Rawalpindi, Punjab."
PAK-00153,1984-10-31,1984,10,31,Pakistan,Sindh,Karachi,Assassination,Foreign Nationals,Sectarian Groups,4,4,8,Yes,None,"Assassination targeting foreign nationals in Karachi, Sindh."
PAK-00154,1984-11-26,1984,11,26,Pakistan,Sindh,Mirpur Khas,Ethnic Violence,Infrastructure,Soviet-backed Groups,34,11,45,Yes,Unknown,"Ethnic Violence targeting infrastructure in Mirpur Khas, Sindh."
PAK-00167,1985-01-01,1985,1,1,Pakistan,Khyber Pakhtunkhwa,Dir,Bombing,Market/Bazaar,Soviet-backed Groups,10,27,37,Yes,Minor,"Bombing targeting market/bazaar in Dir, Khyber Pakhtunkhwa."
PAK-00160,1985-02-22,1985,2,22,Pakistan,FATA/Tribal Areas,North Waziristan,Ambush,Police,MQM,12,35,47,Yes,Unknown,"Ambush targeting police in North Waziristan, FATA/Tribal Areas."
PAK-00161,1985-03-17,1985,3,17,Pakistan,Balochistan,Kalat,IED,Political Party,Sectarian Groups,15,32,47,Yes,None,"IED targeting political party in Kalat, Balochistan."
PAK-00165,1985-08-05,1985,8,5,Pakistan,Balochistan,Kalat,Sectarian Violence,Religious Minority,Unknown,48,135,183,Yes,Moderate,"Sectarian Violence targeting religious minority in Kalat, Balochistan."
PAK-00162,1985-09-15,1985,9,15,Pakistan,Punjab,Sargodha,Grenade Attack,Military/Security Forces,MQM,0,3,3,Yes,Major,"Grenade Attack targeting military/security forces in Sargodha, Punjab."
PAK-00164,1985-11-12,1985,11,12,Pakistan,Punjab,Lahore,Rocket Attack,Paramilitary,Soviet-backed Groups,7,14,21,Yes,None,"Rocket Attack targeting paramilitary in Lahore, Punjab."
PAK-00166,1985-11-15,1985,11,15,Pakistan,Punjab,Gujranwala,Armed Assault,Police,Soviet-backed Groups,14,40,54,Yes,None,"Armed Assault targeting police in Gujranwala, Punjab."
PAK-00163,1985-11-29,1985,11,29,Pakistan,Balochistan,Mastung,Militant Attack,Military/Security Forces,Sectarian Groups,8,26,34,Yes,Minor,"Militant Attack targeting military/security forces in Mastung, Balochistan."
PAK-00176,1986-01-22,1986,1,22,Pakistan,Sindh,Larkana,Political Violence,Political Party,MQM,6,14,20,Yes,Moderate,"Political Violence targeting political party in Larkana, Sindh."
PAK-00170,1986-01-23,1986,1,23,Pakistan,Balochistan,Mastung,Militant Attack,Civilians,Unknown,23,17,40,Yes,Moderate,"Militant Attack targeting civilians in Mastung, Balochistan."
PAK-00179,1986-02-09,1986,2,9,Pakistan,FATA/Tribal Areas,South Waziristan,Assassination,Ethnic Group,Sectarian Groups,3,7,10,Yes,Unknown,"Assassination targeting ethnic group in South Waziristan, FATA/Tribal Areas."
PAK-00175,1986-02-22,1986,2,22,Pakistan,Khyber Pakhtunkhwa,Mardan,Political Violence,Political Party,Unknown,5,10,15,Yes,Moderate,"Political Violence targeting political party in Mardan, Khyber Pakhtunkhwa."
PAK-00180,1986-04-06,1986,4,6,Pakistan,Sindh,Larkana,Mortar Attack,School,Soviet-backed Groups,1,0,1,Yes,Major,"Mortar Attack targeting school in Larkana, Sindh."
PAK-00169,1986-05-10,1986,5,10,Pakistan,FATA/Tribal Areas,South Waziristan,Ethnic Violence,Paramilitary,Afghan Mujahideen (Splinter),25,47,72,Yes,Moderate,"Ethnic Violence targeting paramilitary in South Waziristan, FATA/Tribal Areas."
PAK-00181,1986-05-27,1986,5,27,Pakistan,FATA/Tribal Areas,South Waziristan,Ambush,School,MQM,7,19,26,Yes,Major,"Ambush targeting school in South Waziristan, FATA/Tribal Areas."
PAK-00173,1986-07-08,1986,7,8,Pakistan,Punjab,Gujranwala,Grenade Attack,Police,Sectarian Groups,4,3,7,Yes,Major,"Grenade Attack targeting police in Gujranwala, Punjab."
PAK-00171,1986-08-23,1986,8,23,Pakistan,Punjab,Sargodha,Military Operation,Political Party,Soviet-backed Groups,7,22,29,Yes,Minor,"Military Operation targeting political party in Sargodha, Punjab."
PAK-00168,1986-09-17,1986,9,17,Pakistan,Khyber Pakhtunkhwa,Swat,IED,Foreign Nationals,Afghan Mujahideen (Splinter),17,34,51,Yes,Unknown,"IED targeting foreign nationals in Swat, Khyber Pakhtunkhwa."
PAK-00177,1986-09-20,1986,9,20,Pakistan,FATA/Tribal Areas,Mohmand,Ambush,Police,Afghan Mujahideen (Splinter),13,23,36,Yes,Minor,"Ambush targeting police in Mohmand, FATA/Tribal Areas."
PAK-00174,1986-09-23,1986,9,23,Pakistan,Khyber Pakhtunkhwa,Mingora,Mortar Attack,Political Party,MQM,7,11,18,Yes,None,"Mortar Attack targeting political party in Mingora, Khyber Pakhtunkhwa."
PAK-00172,1986-10-06,1986,10,6,Pakistan,Balochistan,Gwadar,Suicide Bombing,Infrastructure,Sectarian Groups,70,101,171,Yes,None,"Suicide Bombing targeting infrastructure in Gwadar, Balochistan."
PAK-00178,1986-11-27,1986,11,27,Pakistan,Balochistan,Khuzdar,Drone Strike,Police,Soviet-backed Groups,3,3,6,Yes,Major,"Drone Strike targeting police in Khuzdar, Balochistan."
PAK-00185,1987-02-03,1987,2,3,Pakistan,FATA/Tribal Areas,Bajaur,Drone Strike,Religious Minority,Unknown,29,11,40,Yes,Major,"Drone Strike targeting religious minority in Bajaur, FATA/Tribal Areas."
PAK-00186,1987-02-07,1987,2,7,Pakistan,FATA/Tribal Areas,Mohmand,Political Violence,Government Officials,Soviet-backed Groups,6,20,26,Yes,Unknown,"Political Violence targeting government officials in Mohmand, FATA/Tribal Areas."
PAK-00187,1987-03-05,1987,3,5,Pakistan,Sindh,Hyderabad,Kidnapping,Religious Minority,MQM,2,0,2,Yes,Moderate,"Kidnapping targeting religious minority in Hyderabad, Sindh."
PAK-00188,1987-05-26,1987,5,26,Pakistan,Punjab,Faisalabad,Mortar Attack,Market/Bazaar,Sectarian Groups,8,28,36,Yes,Moderate,"Mortar Attack targeting market/bazaar in Faisalabad, Punjab."
PAK-00184,1987-09-10,1987,9,10,Pakistan,Sindh,Mirpur Khas,Militant Attack,Civilians,Soviet-backed Groups,10,15,25,Yes,Unknown,"Militant Attack targeting civilians in Mirpur Khas, Sindh."
PAK-00189,1987-09-15,1987,9,15,Pakistan,Punjab,Gujranwala,Assassination,Hospital,Unknown,5,2,7,Yes,Unknown,"Assassination targeting hospital in Gujranwala, Punjab."
PAK-00182,1987-12-16,1987,12,16,Pakistan,Balochistan,Khuzdar,IED,Ethnic Group,Soviet-backed Groups,15,5,20,No,Moderate,"IED targeting ethnic group in Khuzdar, Balochistan."
PAK-00183,1987-12-30,1987,12,30,Pakistan,Sindh,Nawabshah,IED,Hospital,Sectarian Groups,6,22,28,No,Minor,"IED targeting hospital in Nawabshah, Sindh."
PAK-00203,1988-01-09,1988,1,9,Pakistan,Sindh,Mirpur Khas,Mortar Attack,Paramilitary,Unknown,4,15,19,Yes,None,"Mortar Attack targeting paramilitary in Mirpur Khas, Sindh."
PAK-00199,1988-02-07,1988,2,7,Pakistan,Balochistan,Pishin,Suicide Bombing,Mosque/Shrine,Sectarian Groups,75,73,148,Yes,Major,"Suicide Bombing targeting mosque/shrine in Pishin, Balochistan."
PAK-00196,1988-02-16,1988,2,16,Pakistan,Punjab,Sargodha,Drone Strike,Paramilitary,Sectarian Groups,16,1,17,No,Unknown,"Drone Strike targeting paramilitary in Sargodha, Punjab."
PAK-00194,1988-03-13,1988,3,13,Pakistan,Sindh,Hyderabad,Drone Strike,Civilians,Sectarian Groups,15,15,30,Yes,Moderate,"Drone Strike targeting civilians in Hyderabad, Sindh."
PAK-00202,1988-03-24,1988,3,24,Pakistan,FATA/Tribal Areas,Mohmand,Assassination,Religious Minority,Sectarian Groups,5,10,15,Yes,Unknown,"Assassination targeting religious minority in Mohmand, FATA/Tribal Areas."
PAK-00200,1988-06-22,1988,6,22,Pakistan,FATA/Tribal Areas,Bajaur,Armed Assault,Religious Minority,Afghan Mujahideen (Splinter),13,23,36,Yes,Moderate,"Armed Assault targeting religious minority in Bajaur, FATA/Tribal Areas."
PAK-00198,1988-07-06,1988,7,6,Pakistan,Sindh,Mirpur Khas,Bombing,Civilians,MQM,5,8,13,Yes,Moderate,"Bombing targeting civilians in Mirpur Khas, Sindh."
PAK-00193,1988-07-08,1988,7,8,Pakistan,FATA/Tribal Areas,North Waziristan,Mortar Attack,Infrastructure,Sectarian Groups,6,4,10,Yes,None,"Mortar Attack targeting infrastructure in North Waziristan, FATA/Tribal Areas."
PAK-00191,1988-09-04,1988,9,4,Pakistan,Punjab,Jhang,Bombing,Paramilitary,Unknown,10,19,29,Yes,Major,"Bombing targeting paramilitary in Jhang, Punjab."
PAK-00192,1988-09-04,1988,9,4,Pakistan,Sindh,Larkana,IED,Police,Soviet-backed Groups,15,26,41,Yes,Moderate,"IED targeting police in Larkana, Sindh."
PAK-00197,1988-09-10,1988,9,10,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,Sectarian Violence,Foreign Nationals,Afghan Mujahideen (Splinter),5,9,14,Yes,Major,"Sectarian Violence targeting foreign nationals in Dera Ismail Khan, Khyber Pakhtunkhwa."
PAK-00195,1988-10-22,1988,10,22,Pakistan,Khyber Pakhtunkhwa,Dir,Political Violence,Market/Bazaar,Soviet-backed Groups,14,20,34,Yes,Minor,"Political Violence targeting market/bazaar in Dir, Khyber Pakhtunkhwa."
PAK-00190,1988-11-24,1988,11,24,Pakistan,Punjab,Faisalabad,Mortar Attack,Police,Afghan Mujahideen (Splinter),1,0,1,Yes,Moderate,"Mortar Attack targeting police in Faisalabad, Punjab."
PAK-00201,1988-12-31,1988,12,31,Pakistan,Punjab,Multan,Ethnic Violence,Police,Afghan Mujahideen (Splinter),3,2,5,Yes,Major,"Ethnic Violence targeting police in Multan, Punjab."
PAK-00210,1989-01-22,1989,1,22,Pakistan,Sindh,Karachi,Ethnic Violence,Journalists,Sectarian Groups,10,18,28,Yes,None,"Ethnic Violence targeting journalists in Karachi, Sindh."
PAK-00204,1989-01-27,1989,1,27,Pakistan,FATA/Tribal Areas,Bajaur,Bombing,Paramilitary,Sectarian Groups,21,29,50,Yes,Minor,"Bombing targeting paramilitary in Bajaur, FATA/Tribal Areas."
PAK-00213,1989-03-12,1989,3,12,Pakistan,Balochistan,Turbat,Political Violence,Infrastructure,MQM,2,10,12,Yes,Unknown,"Political Violence targeting infrastructure in Turbat, Balochistan."
PAK-00208,1989-05-07,1989,5,7,Pakistan,Punjab,Sargodha,Mortar Attack,Foreign Nationals,Sectarian Groups,7,6,13,Yes,Moderate,"Mortar Attack targeting foreign nationals in Sargodha, Punjab."
PAK-00214,1989-06-14,1989,6,14,Pakistan,Punjab,Jhang,Military Operation,Paramilitary,Soviet-backed Groups,51,73,124,Yes,None,"Military Operation targeting paramilitary in Jhang, Punjab."
PAK-00209,1989-06-28,1989,6,28,Pakistan,Punjab,Gujranwala,Rocket Attack,Mosque/Shrine,MQM,5,15,20,Yes,Moderate,"Rocket Attack targeting mosque/shrine in Gujranwala, Punjab."
PAK-00206,1989-07-30,1989,7,30,Pakistan,Khyber Pakhtunkhwa,Bannu,Political Violence,Religious Minority,MQM,12,13,25,Yes,Unknown,"Political Violence targeting religious minority in Bannu, Khyber Pakhtunkhwa."
PAK-00207,1989-09-02,1989,9,2,Pakistan,Khyber Pakhtunkhwa,Peshawar,Assassination,Mosque/Shrine,Unknown,3,10,13,Yes,Moderate,"Assassination targeting mosque/shrine in Peshawar, Khyber Pakhtunkhwa."
PAK-00212,1989-09-29,1989,9,29,Pakistan,Sindh,Hyderabad,Armed Assault,Market/Bazaar,Soviet-backed Groups,2,10,12,Yes,Minor,"Armed Assault targeting market/bazaar in Hyderabad, Sindh."
PAK-00211,1989-10-03,1989,10,3,Pakistan,Sindh,Larkana,Ambush,Paramilitary,Soviet-backed Groups,7,26,33,Yes,Unknown,"Ambush targeting paramilitary in Larkana, Sindh."
PAK-00205,1989-12-25,1989,12,25,Pakistan,FATA/Tribal Areas,Kurram,Ethnic Violence,Religious Minority,Soviet-backed Groups,3,9,12,Yes,None,"Ethnic Violence targeting religious minority in Kurram, FATA/Tribal Areas."
PAK-00224,1990-02-27,1990,2,27,Pakistan,Punjab,Rawalpindi,Drone Strike,Foreign Nationals,MQM,30,72,102,Yes,Unknown,"Drone Strike targeting foreign nationals in Rawalpindi, Punjab."
PAK-00225,1990-03-01,1990,3,1,Pakistan,FATA/Tribal Areas,North Waziristan,Assassination,Political Party,BLA,5,14,19,Yes,Unknown,"Assassination targeting political party in North Waziristan, FATA/Tribal Areas."
PAK-00219,1990-03-13,1990,3,13,Pakistan,Balochistan,Dera Bugti,Mortar Attack,Government Officials,Al-Qaeda Affiliates,1,2,3,Yes,Minor,"Mortar Attack targeting government officials in Dera Bugti, Balochistan."
PAK-00218,1990-04-09,1990,4,9,Pakistan,Khyber Pakhtunkhwa,Swat,Bombing,Infrastructure,BLA,19,43,62,Yes,Major,"Bombing targeting infrastructure in Swat, Khyber Pakhtunkhwa."
PAK-00220,1990-06-04,1990,6,4,Pakistan,Sindh,Sukkur,Ethnic Violence,Market/Bazaar,Al-Qaeda Affiliates,18,21,39,Yes,Unknown,"Ethnic Violence targeting market/bazaar in Sukkur, Sindh."
PAK-00217,1990-06-19,1990,6,19,Pakistan,FATA/Tribal Areas,Mohmand,Assassination,Ethnic Group,BLA,2,1,3,Yes,Major,"Assassination targeting ethnic group in Mohmand, FATA/Tribal Areas."
PAK-00216,1990-06-21,1990,6,21,Pakistan,Khyber Pakhtunkhwa,Peshawar,Bombing,Hospital,Tribal Militants,20,13,33,Yes,Unknown,"Bombing targeting hospital in Peshawar, Khyber Pakhtunkhwa."
PAK-00215,1990-07-23,1990,7,23,Pakistan,FATA/Tribal Areas,North Waziristan,Suicide Bombing,Political Party,Al-Qaeda Affiliates,27,4,31,Yes,Minor,"Suicide Bombing targeting political party in North Waziristan, FATA/Tribal Areas."
PAK-00226,1990-08-01,1990,8,1,Pakistan,Balochistan,Turbat,Drone Strike,Police,Al-Qaeda Affiliates,5,16,21,Yes,None,"Drone Strike targeting police in Turbat, Balochistan."
PAK-00221,1990-08-27,1990,8,27,Pakistan,Sindh,Sukkur,Grenade Attack,Market/Bazaar,MQM,10,7,17,Yes,Major,"Grenade Attack targeting market/bazaar in Sukkur, Sindh."
PAK-00223,1990-08-30,1990,8,30,Pakistan,Balochistan,Khuzdar,Drone Strike,Foreign Nationals,Al-Qaeda Affiliates,23,70,93,Yes,Minor,"Drone Strike targeting foreign nationals in Khuzdar, Balochistan."
PAK-00222,1990-11-11,1990,11,11,Pakistan,FATA/Tribal Areas,Kurram,Rocket Attack,Civilians,Unknown,4,11,15,Yes,Minor,"Rocket Attack targeting civilians in Kurram, FATA/Tribal Areas."
PAK-00232,1991-02-27,1991,2,27,Pakistan,Punjab,Sargodha,Grenade Attack,Religious Minority,BLA,3,14,17,Yes,Major,"Grenade Attack targeting religious minority in Sargodha, Punjab."
PAK-00242,1991-03-02,1991,3,2,Pakistan,Punjab,Sialkot,Rocket Attack,Military/Security Forces,Sectarian Groups (SSP/LeJ),3,11,14,Yes,Major,"Rocket Attack targeting military/security forces in Sialkot, Punjab."
PAK-00230,1991-03-07,1991,3,7,Pakistan,Punjab,Sialkot,Armed Assault,Political Party,Tribal Militants,13,33,46,Yes,Minor,"Armed Assault targeting political party in Sialkot, Punjab."
PAK-00239,1991-03-10,1991,3,10,Pakistan,Punjab,Sargodha,Suicide Bombing,Judges/Lawyers,Al-Qaeda Affiliates,76,135,211,Yes,Moderate,"Suicide Bombing targeting judges/lawyers in Sargodha, Punjab."
PAK-00247,1991-03-28,1991,3,28,Pakistan,Balochistan,Dera Bugti,Mortar Attack,School,Al-Qaeda Affiliates,7,14,21,Yes,Moderate,"Mortar Attack targeting school in Dera Bugti, Balochistan."
PAK-00240,1991-04-08,1991,4,8,Pakistan,Punjab,Sialkot,IED,Ethnic Group,BLA,3,8,11,Yes,Major,"IED targeting ethnic group in Sialkot, Punjab."
PAK-00227,1991-04-22,1991,4,22,Pakistan,Balochistan,Kalat,Bombing,Journalists,BLA,27,0,27,Yes,None,"Bombing targeting journalists in Kalat, Balochistan."
PAK-00234,1991-04-22,1991,4,22,Pakistan,Sindh,Hyderabad,Suicide Bombing,Journalists,Al-Qaeda Affiliates,34,69,103,Yes,None,"Suicide Bombing targeting journalists in Hyderabad, Sindh."
PAK-00246,1991-04-28,1991,4,28,Pakistan,FATA/Tribal Areas,Kurram,Political Violence,Hospital,Sectarian Groups (SSP/LeJ),4,10,14,Yes,Minor,"Political Violence targeting hospital in Kurram, FATA/Tribal Areas."
PAK-00238,1991-05-04,1991,5,4,Pakistan,Balochistan,Khuzdar,Rocket Attack,Journalists,Sectarian Groups (SSP/LeJ),8,15,23,Yes,Moderate,"Rocket Attack targeting journalists in Khuzdar, Balochistan."
PAK-00245,1991-05-14,1991,5,14,Pakistan,Khyber Pakhtunkhwa,Mingora,Suicide Bombing,Market/Bazaar,Unknown,23,2,25,Yes,Unknown,"Suicide Bombing targeting market/bazaar in Mingora, Khyber Pakhtunkhwa."
PAK-00228,1991-05-27,1991,5,27,Pakistan,Balochistan,Mastung,IED,Police,MQM,16,2,18,Yes,Minor,"IED targeting police in Mastung, Balochistan."
PAK-00244,1991-06-13,1991,6,13,Pakistan,Khyber Pakhtunkhwa,Kohat,Grenade Attack,Paramilitary,Al-Qaeda Affiliates,1,7,8,No,Moderate,"Grenade Attack targeting paramilitary in Kohat, Khyber Pakhtunkhwa."
